Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
2043-09-15,Men's Apparel,West,West Gear,Outlet,Utah,29,26,9
2043-09-16,Men's Athletic Footwear,West,West Gear,Outlet,Utah,20,22,11
2043-09-17,Men's Athletic Footwear,West,West Gear,Outlet,Utah,19,30,16
2043-09-18,Men's Athletic Footwear,West,West Gear,Outlet,Utah,14,19,14
2043-09-19,Men's Athletic Footwear,West,West Gear,Outlet,Utah,20,36,18
2043-09-20,Men's Athletic Footwear,West,West Gear,Outlet,Utah,14,18,13
2043-09-21,Men's Athletic Footwear,West,West Gear,Outlet,Utah,18,24,13
2043-09-22,Men's Athletic Footwear,West,West Gear,Outlet,Utah,22,23,11
2043-09-23,Men's Athletic Footwear,West,West Gear,Outlet,Utah,22,28,13
2043-09-24,Men's Athletic Footwear,West,West Gear,Outlet,Utah,22,37,17
2043-09-25,Men's Athletic Footwear,West,West Gear,Outlet,Utah,28,50,18
2043-09-26,Men's Street Footwear,West,West Gear,Outlet,Utah,20,46,23
2043-09-27,Men's Street Footwear,West,West Gear,Outlet,Utah,21,44,21
2043-09-28,Men's Street Footwear,West,West Gear,Outlet,Utah,22,36,17
2043-09-29,Men's Street Footwear,West,West Gear,Outlet,Utah,27,62,23
2043-09-30,Men's Street Footwear,West,West Gear,Outlet,Utah,28,69,25
2043-10-01,Men's Street Footwear,West,West Gear,Outlet,Utah,23,52,23
2043-10-02,Men's Street Footwear,West,West Gear,Outlet,Utah,20,39,19
2043-10-03,Men's Street Footwear,West,West Gear,Outlet,Utah,29,67,23
2043-10-04,Men's Street Footwear,West,West Gear,Outlet,Utah,24,48,20
2043-10-05,Men's Street Footwear,West,West Gear,Outlet,Utah,27,67,25
2043-10-06,Women's Apparel,West,West Gear,Outlet,Utah,20,27,14
2043-10-07,Women's Apparel,West,West Gear,Outlet,Utah,29,49,17
2043-10-08,Women's Apparel,West,West Gear,Outlet,Utah,25,35,14
2043-10-09,Women's Apparel,West,West Gear,Outlet,Utah,32,61,19
2043-10-10,Women's Apparel,West,West Gear,Outlet,Utah,18,27,15
2043-10-11,Women's Apparel,West,West Gear,Outlet,Utah,32,65,20
2043-10-12,Women's Apparel,West,West Gear,Outlet,Utah,35,55,16
2043-10-13,Women's Apparel,West,West Gear,Outlet,Utah,18,24,13
2043-10-14,Women's Apparel,West,West Gear,Outlet,Utah,21,29,14
2043-10-15,Women's Apparel,West,West Gear,Outlet,Utah,27,50,18
2043-10-16,Women's Apparel,West,West Gear,Outlet,Utah,32,41,13
2043-10-17,Women's Athletic Footwear,West,West Gear,Outlet,Utah,15,19,12
2043-10-18,Women's Athletic Footwear,West,West Gear,Outlet,Utah,16,15,9
2043-10-19,Women's Athletic Footwear,West,West Gear,Outlet,Utah,20,15,8
2043-10-20,Women's Athletic Footwear,West,West Gear,Outlet,Utah,22,30,14
2043-10-21,Women's Athletic Footwear,West,West Gear,Outlet,Utah,13,17,13
2043-10-22,Women's Athletic Footwear,West,West Gear,Outlet,Utah,19,18,9
2043-10-23,Women's Athletic Footwear,West,West Gear,Outlet,Utah,14,11,8
2043-10-24,Women's Athletic Footwear,West,West Gear,Outlet,Utah,7,8,11
2043-10-25,Women's Athletic Footwear,West,West Gear,Outlet,Utah,13,12,9
2043-10-26,Women's Athletic Footwear,West,West Gear,Outlet,Utah,14,17,12
2043-10-27,Women's Athletic Footwear,West,West Gear,Outlet,Utah,16,20,13
2043-10-28,Women's Street Footwear,West,West Gear,Outlet,Utah,13,17,13
2043-10-29,Women's Street Footwear,West,West Gear,Outlet,Utah,20,31,15
2043-10-30,Women's Street Footwear,West,West Gear,Outlet,Utah,19,21,11
2043-10-31,Women's Street Footwear,West,West Gear,Outlet,Utah,16,22,14
2043-11-01,Women's Street Footwear,West,West Gear,Outlet,Utah,19,30,16
2043-11-02,Women's Street Footwear,West,West Gear,Outlet,Utah,10,11,11
2043-11-03,Women's Street Footwear,West,West Gear,Outlet,Utah,13,12,9
2043-11-04,Women's Street Footwear,West,West Gear,Outlet,Utah,23,36,16
2043-11-05,Women's Street Footwear,West,West Gear,Outlet,Utah,7,7,11
2043-11-06,Women's Street Footwear,West,West Gear,Outlet,Utah,14,15,11
2043-11-07,Men's Apparel,West,Kohl's,Outlet,California,40,56,14
2043-11-08,Men's Apparel,West,Kohl's,Outlet,California,46,94,20
2043-11-09,Men's Apparel,West,Kohl's,Outlet,California,36,46,13
2043-11-10,Men's Apparel,West,Kohl's,Outlet,California,36,56,16
2043-11-11,Men's Apparel,West,Kohl's,Outlet,California,38,53,14
2043-11-12,Men's Apparel,West,Kohl's,Outlet,California,38,85,22
2043-11-13,Men's Apparel,West,Kohl's,Outlet,California,39,64,17
2043-11-14,Men's Apparel,West,Kohl's,Outlet,California,38,57,15
2043-11-15,Men's Apparel,West,Kohl's,Outlet,California,43,94,22
2043-11-16,Men's Apparel,West,Kohl's,Outlet,California,43,99,23
2043-11-17,Men's Apparel,West,Kohl's,Outlet,California,44,86,20
2043-11-18,Men's Apparel,West,Kohl's,Outlet,California,46,97,21
2043-11-19,Men's Athletic Footwear,West,Kohl's,Outlet,California,39,103,26
2043-11-20,Men's Athletic Footwear,West,Kohl's,Outlet,California,36,82,23
2043-11-21,Men's Athletic Footwear,West,Kohl's,Outlet,California,42,121,29
2043-11-22,Men's Athletic Footwear,West,Kohl's,Outlet,California,34,71,21
2043-11-23,Men's Athletic Footwear,West,Kohl's,Outlet,California,37,101,27
2043-11-24,Men's Athletic Footwear,West,Kohl's,Outlet,California,34,75,22
2043-11-25,Men's Athletic Footwear,West,Kohl's,Outlet,California,35,79,23
2043-11-26,Men's Athletic Footwear,West,Kohl's,Outlet,California,42,111,26
2043-11-27,Men's Athletic Footwear,West,Kohl's,Outlet,California,43,114,26
2043-11-28,Men's Athletic Footwear,West,Kohl's,Outlet,California,30,65,22
2043-11-29,Men's Athletic Footwear,West,Kohl's,Outlet,California,41,108,26
2043-11-30,Men's Athletic Footwear,West,Kohl's,Outlet,California,35,78,22
2043-12-01,Men's Street Footwear,West,Kohl's,Outlet,California,24,63,26
2043-12-02,Men's Street Footwear,West,Kohl's,Outlet,California,36,107,30
2043-12-03,Men's Street Footwear,West,Kohl's,Outlet,California,36,110,31
2043-12-04,Men's Street Footwear,West,Kohl's,Outlet,California,28,67,24
2043-12-05,Men's Street Footwear,West,Kohl's,Outlet,California,31,77,25
2043-12-06,Men's Street Footwear,West,Kohl's,Outlet,California,38,110,29
2043-12-07,Men's Street Footwear,West,Kohl's,Outlet,California,39,123,32
2043-12-08,Men's Street Footwear,West,Kohl's,Outlet,California,40,109,27
2043-12-09,Men's Street Footwear,West,Kohl's,Outlet,California,30,86,29
2043-12-10,Men's Street Footwear,West,Kohl's,Outlet,California,32,77,24
2043-12-11,Men's Street Footwear,West,Kohl's,Outlet,California,36,92,26
2043-12-12,Men's Street Footwear,West,Kohl's,Outlet,California,26,58,22
2043-12-13,Women's Apparel,West,Kohl's,Outlet,California,43,89,21
2043-12-14,Women's Apparel,West,Kohl's,Outlet,California,48,127,26
2043-12-15,Women's Apparel,West,Kohl's,Outlet,California,49,103,21
2043-12-16,Women's Apparel,West,Kohl's,Outlet,California,29,61,21
2043-12-17,Women's Apparel,West,Kohl's,Outlet,California,33,64,19
2043-12-18,Women's Apparel,West,Kohl's,Outlet,California,46,96,21
2043-12-19,Women's Apparel,West,Kohl's,Outlet,California,51,114,22
2043-12-20,Women's Apparel,West,Kohl's,Outlet,California,46,96,21
2043-12-21,Women's Apparel,West,Kohl's,Outlet,California,49,117,24
2043-12-22,Women's Apparel,West,Kohl's,Outlet,California,44,102,23
2043-12-23,Women's Apparel,West,Kohl's,Outlet,California,32,67,21
2043-12-24,Women's Apparel,West,Kohl's,Outlet,California,49,97,20
2043-12-25,Women's Athletic Footwear,West,Kohl's,Outlet,California,32,62,19
2043-12-26,Women's Athletic Footwear,West,Kohl's,Outlet,California,31,54,17
2043-12-27,Women's Athletic Footwear,West,Kohl's,Outlet,California,33,64,19
2043-12-28,Women's Athletic Footwear,West,Kohl's,Outlet,California,36,80,22
2043-12-29,Women's Athletic Footwear,West,Kohl's,Outlet,California,36,63,18
2043-12-30,Women's Athletic Footwear,West,Kohl's,Outlet,California,29,66,23
2043-12-31,Women's Athletic Footwear,West,Kohl's,Outlet,California,35,78,22
2044-01-01,Women's Athletic Footwear,West,Kohl's,Outlet,California,39,76,20
2044-01-02,Women's Athletic Footwear,West,Kohl's,Outlet,California,34,61,18
2044-01-03,Women's Athletic Footwear,West,Kohl's,Outlet,California,33,70,21
2044-01-04,Women's Athletic Footwear,West,Kohl's,Outlet,California,33,73,22
2044-01-05,Women's Athletic Footwear,West,Kohl's,Outlet,California,33,60,18
2044-01-06,Women's Street Footwear,West,Kohl's,Outlet,California,33,69,21
2044-01-07,Women's Street Footwear,West,Kohl's,Outlet,California,33,74,22
2044-01-08,Women's Street Footwear,West,Kohl's,Outlet,California,35,82,23
2044-01-09,Women's Street Footwear,West,Kohl's,Outlet,California,34,79,23
2044-01-10,Women's Street Footwear,West,Kohl's,Outlet,California,36,77,22
2044-01-11,Women's Street Footwear,West,Kohl's,Outlet,California,38,80,21
2044-01-12,Women's Street Footwear,West,Kohl's,Outlet,California,33,73,22
2044-01-13,Women's Street Footwear,West,Kohl's,Outlet,California,33,79,24
2044-01-14,Women's Street Footwear,West,Kohl's,Outlet,California,35,78,22
2044-01-15,Women's Street Footwear,West,Kohl's,Outlet,California,39,90,23
2044-01-16,Women's Street Footwear,West,Kohl's,Outlet,California,38,78,21
2044-01-17,Women's Street Footwear,West,Kohl's,Outlet,California,36,78,22
2044-01-18,Men's Athletic Footwear,Midwest,Sports Direct,Outlet,Nebraska,30,2025,68
2044-01-19,Men's Street Footwear,Midwest,Sports Direct,Outlet,Nebraska,20,1350,68
2044-01-20,Women's Athletic Footwear,Midwest,Sports Direct,Outlet,Nebraska,35,1663,48
2044-01-21,Women's Street Footwear,Midwest,Sports Direct,Outlet,Nebraska,30,1425,48
2044-01-22,Men's Athletic Footwear,Northeast,Sports Direct,Outlet,New York,26,70,27
2044-01-23,Men's Street Footwear,Northeast,Sports Direct,Outlet,New York,20,54,27
2044-01-24,Women's Athletic Footwear,Northeast,Sports Direct,Outlet,New York,27,57,21
2044-01-25,Women's Street Footwear,Northeast,Sports Direct,Outlet,New York,27,64,24
2044-01-26,Men's Apparel,South,Foot Locker,Outlet,Louisiana,28,31,11
2044-01-27,Men's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,28,50,18
2044-01-28,Men's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,20,42,21
2044-01-29,Men's Street Footwear,South,Foot Locker,Outlet,Louisiana,18,36,20
2044-01-30,Men's Street Footwear,South,Foot Locker,Outlet,Louisiana,14,31,22
2044-01-31,Women's Athletic Footwear,South,Foot Locker,Outlet,Louisiana,26,43,17
2044-02-01,Women's Street Footwear,South,Foot Locker,Outlet,Louisiana,28,36,13
2044-02-02,Women's Street Footwear,South,Foot Locker,Outlet,Louisiana,21,34,16
2044-02-03,Men's Apparel,South,Kohl's,Outlet,Oklahoma,55,54,10
2044-02-04,Men's Apparel,South,Kohl's,Outlet,Oklahoma,60,51,9
2044-02-05,Men's Apparel,South,Kohl's,Outlet,Oklahoma,28,25,9
2044-02-06,Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,11,11,10
2044-02-07,Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,16,17,11
2044-02-08,Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,47,70,15
2044-02-09,Men's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,17,13,8
2044-02-10,Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,17,30,18
2044-02-11,Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,18,37,20
2044-02-12,Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,55,110,20
2044-02-13,Men's Street Footwear,South,Kohl's,Outlet,Oklahoma,16,27,17
2044-02-14,Women's Apparel,South,Kohl's,Outlet,Oklahoma,17,20,12
2044-02-15,Women's Apparel,South,Kohl's,Outlet,Oklahoma,51,65,13
2044-02-16,Women's Apparel,South,Kohl's,Outlet,Oklahoma,60,77,13
2044-02-17,Women's Apparel,South,Kohl's,Outlet,Oklahoma,22,22,10
2044-02-18,Women's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,16,11,7
2044-02-19,Women's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,45,51,11
2044-02-20,Women's Athletic Footwear,South,Kohl's,Outlet,Oklahoma,37,33,9
2044-02-21,Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,11,10,9
2044-02-22,Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,12,14,12
2044-02-23,Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,19,15,8
2044-02-24,Women's Street Footwear,South,Kohl's,Outlet,Oklahoma,44,58,13
2044-02-25,Men's Apparel,South,Sports Direct,Outlet,Alabama,40,1000,25
2044-02-26,Men's Apparel,South,Sports Direct,Outlet,Alabama,40,1300,33
2044-02-27,Men's Apparel,South,Sports Direct,Outlet,Alabama,29,25,9
2044-02-28,Men's Apparel,South,Sports Direct,Outlet,Alabama,25,688,28
2044-02-29,Men's Apparel,South,Sports Direct,Outlet,Alabama,40,1000,25
2044-03-01,Men's Apparel,South,Sports Direct,Outlet,Alabama,50,2000,40
2044-03-02,Men's Apparel,South,Sports Direct,Outlet,Alabama,50,2500,50
2044-03-03,Men's Apparel,South,Sports Direct,Outlet,Alabama,31,35,11
2044-03-04,Men's Apparel,South,Sports Direct,Outlet,Alabama,19,17,9
2044-03-05,Men's Apparel,South,Sports Direct,Outlet,Alabama,39,51,13
2044-03-06,Men's Apparel,South,Sports Direct,Outlet,Alabama,30,900,30
2044-03-07,Men's Apparel,South,Sports Direct,Outlet,Alabama,45,1575,35
2044-03-08,Men's Apparel,South,Sports Direct,Outlet,Alabama,50,2125,43
2044-03-09,Men's Apparel,South,Sports Direct,Outlet,Alabama,50,2625,53
2044-03-10,Men's Apparel,South,Sports Direct,Outlet,Alabama,55,2338,43
2044-03-11,Men's Apparel,South,Sports Direct,Outlet,Alabama,60,3000,50
2044-03-12,Men's Apparel,South,Sports Direct,Outlet,Alabama,28,25,9
2044-03-13,Men's Apparel,South,Sports Direct,Outlet,Alabama,38,63,17
2044-03-14,Men's Apparel,South,Sports Direct,Outlet,Alabama,40,62,16
2044-03-15,Men's Apparel,South,Sports Direct,Outlet,Alabama,35,41,12
2044-03-16,Men's Apparel,South,Sports Direct,Outlet,Alabama,37,55,15
2044-03-17,Men's Apparel,South,Sports Direct,Outlet,Alabama,22,23,11
2044-03-18,Men's Apparel,South,Sports Direct,Outlet,Alabama,42,59,14
2044-03-19,Men's Apparel,South,Sports Direct,Outlet,Alabama,35,63,18
2044-03-20,Men's Apparel,South,Sports Direct,Outlet,Mississippi,26,32,12
2044-03-21,Men's Apparel,South,Sports Direct,Outlet,Tennessee,29,27,9
2044-03-22,Men's Apparel,South,Sports Direct,Outlet,Tennessee,30,37,12
2044-03-23,Men's Apparel,South,Sports Direct,Outlet,Tennessee,20,21,11
2044-03-24,Men's Apparel,South,Sports Direct,Outlet,Tennessee,30,45,15
2044-03-25,Men's Apparel,South,Sports Direct,Outlet,Tennessee,55,2750,50
2044-03-26,Men's Apparel,South,Sports Direct,Outlet,Tennessee,27,24,9
2044-03-27,Men's Apparel,South,Sports Direct,Outlet,Tennessee,33,44,13
2044-03-28,Men's Apparel,South,Sports Direct,Outlet,Tennessee,39,47,12
2044-03-29,Men's Apparel,South,Sports Direct,Outlet,Tennessee,28,31,11
2044-03-30,Men's Apparel,South,Sports Direct,Outlet,Tennessee,33,60,18
2044-03-31,Men's Apparel,South,Sports Direct,Outlet,Tennessee,35,50,14
2044-04-01,Men's Apparel,South,Sports Direct,Outlet,Tennessee,43,60,14
2044-04-02,Men's Apparel,South,Sports Direct,Outlet,Tennessee,38,61,16
2044-04-03,Men's Apparel,South,Sports Direct,Outlet,Texas,26,29,11
2044-04-04,Men's Apparel,South,Sports Direct,Outlet,Texas,26,24,9
2044-04-05,Men's Apparel,South,Sports Direct,Outlet,Texas,26,28,11
2044-04-06,Men's Apparel,South,Sports Direct,Outlet,Texas,38,58,15
2044-04-07,Men's Apparel,South,Sports Direct,Outlet,Texas,29,28,10
2044-04-08,Men's Apparel,South,Sports Direct,Outlet,Texas,40,60,15
2044-04-09,Men's Apparel,South,Sports Direct,Outlet,Texas,47,79,17
2044-04-10,Men's Apparel,South,Sports Direct,Outlet,Texas,39,72,18
2044-04-11,Men's Apparel,South,Sports Direct,Outlet,Texas,46,75,16
2044-04-12,Men's Apparel,South,Sports Direct,Outlet,Texas,30,38,13
2044-04-13,Men's Apparel,South,Sports Direct,Outlet,Texas,37,55,15
2044-04-14,Men's Apparel,South,Sports Direct,Outlet,Texas,43,68,16
2044-04-15,Men's Apparel,South,Sports Direct,Outlet,Texas,35,54,16
2044-04-16,Men's Apparel,South,Sports Direct,Outlet,Texas,28,45,16
2044-04-17,Men's Apparel,South,Sports Direct,Outlet,Texas,26,46,18
2044-04-18,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,35,2100,60
2044-04-19,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,26,50,19
2044-04-20,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,20,1300,65
2044-04-21,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,20,1450,73
2044-04-22,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,40,2500,63
2044-04-23,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,50,3750,75
2044-04-24,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,16,32,20
2044-04-25,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,32,62,19
2044-04-26,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,35,82,23
2044-04-27,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,16,35,22
2044-04-28,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,20,1250,63
2044-04-29,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,30,1575,53
2044-04-30,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,50,4125,83
2044-05-01,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,55,3163,58
2044-05-02,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,55,4125,75
2044-05-03,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,60,4650,78
2044-05-04,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,14,28,20
2044-05-05,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,40,99,25
2044-05-06,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,39,91,23
2044-05-07,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,23,40,17
2044-05-08,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,36,62,17
2044-05-09,Men's Athletic Footwear,South,Sports Direct,Outlet,Alabama,37,98,26
2044-05-10,Men's Athletic Footwear,South,Sports Direct,Outlet,Mississippi,17,19,11
2044-05-11,Men's Athletic Footwear,South,Sports Direct,Outlet,Mississippi,18,24,14
2044-05-12,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,23,50,22
2044-05-13,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,17,35,20
2044-05-14,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,20,48,24
2044-05-15,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,31,60,20
2044-05-16,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,32,77,24
2044-05-17,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,33,70,21
2044-05-18,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,25,45,18
2044-05-19,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,21,47,22
2044-05-20,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,37,98,26
2044-05-21,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,30,79,26
2044-05-22,Men's Athletic Footwear,South,Sports Direct,Outlet,Tennessee,44,119,27
2044-05-23,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,23,49,22
2044-05-24,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,21,44,21
2044-05-25,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,31,73,24
2044-05-26,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,40,112,28
2044-05-27,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,22,55,25
2044-05-28,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,34,90,26
2044-05-29,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,39,97,25
2044-05-30,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,27,59,22
2044-05-31,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,43,110,26
2044-06-01,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,29,64,22
2044-06-02,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,38,77,20
2044-06-03,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,30,79,26
2044-06-04,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,29,89,31
2044-06-05,Men's Athletic Footwear,South,Sports Direct,Outlet,Texas,23,66,29
2044-06-06,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,25,1563,63
2044-06-07,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,10,700,70
2044-06-08,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,20,1300,65
2044-06-09,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,30,1875,63
2044-06-10,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,45,3375,75
2044-06-11,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,7,16,22
2044-06-12,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,16,33,21
2044-06-13,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,30,68,23
2044-06-14,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,23,45,19
2044-06-15,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,20,1250,63
2044-06-16,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,30,1575,53
2044-06-17,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,40,3000,75
2044-06-18,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,45,3713,83
2044-06-19,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,55,3438,63
2044-06-20,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,60,4650,78
2044-06-21,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,20,37,18
2044-06-22,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,15,32,22
2044-06-23,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,31,79,26
2044-06-24,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,27,63,23
2044-06-25,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,38,78,21
2044-06-26,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,46,110,24
2044-06-27,Men's Street Footwear,South,Sports Direct,Outlet,Alabama,14,26,19
2044-06-28,Men's Street Footwear,South,Sports Direct,Outlet,Mississippi,17,37,22
2044-06-29,Men's Street Footwear,South,Sports Direct,Outlet,Mississippi,17,36,21
2044-06-30,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,18,36,20
2044-07-01,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,20,44,22
2044-07-02,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,12,30,25
2044-07-03,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,13,26,20
2044-07-04,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,28,72,26
2044-07-05,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,24,49,20
2044-07-06,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,39,97,25
2044-07-07,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,29,79,27
2044-07-08,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,40,84,21
2044-07-09,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,29,68,23
2044-07-10,Men's Street Footwear,South,Sports Direct,Outlet,Tennessee,28,56,20
2044-07-11,Men's Street Footwear,South,Sports Direct,Outlet,Texas,19,44,23
2044-07-12,Men's Street Footwear,South,Sports Direct,Outlet,Texas,30,77,26
2044-07-13,Men's Street Footwear,South,Sports Direct,Outlet,Texas,13,30,23
2044-07-14,Men's Street Footwear,South,Sports Direct,Outlet,Texas,21,43,20
2044-07-15,Men's Street Footwear,South,Sports Direct,Outlet,Texas,13,30,23
2044-07-16,Men's Street Footwear,South,Sports Direct,Outlet,Texas,34,87,26
2044-07-17,Men's Street Footwear,South,Sports Direct,Outlet,Texas,31,70,23
2044-07-18,Men's Street Footwear,South,Sports Direct,Outlet,Texas,34,84,25
2044-07-19,Men's Street Footwear,South,Sports Direct,Outlet,Texas,30,64,21
2044-07-20,Men's Street Footwear,South,Sports Direct,Outlet,Texas,38,88,23
2044-07-21,Men's Street Footwear,South,Sports Direct,Outlet,Texas,46,129,28
2044-07-22,Men's Street Footwear,South,Sports Direct,Outlet,Texas,23,70,31
2044-07-23,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,51,26
2044-07-24,Men's Street Footwear,South,Sports Direct,Outlet,Texas,20,61,31
2044-07-25,Women's Apparel,South,Sports Direct,Outlet,Alabama,35,1575,45
2044-07-26,Women's Apparel,South,Sports Direct,Outlet,Alabama,35,1663,48
2044-07-27,Women's Apparel,South,Sports Direct,Outlet,Alabama,27,39,14
2044-07-28,Women's Apparel,South,Sports Direct,Outlet,Alabama,24,36,15
2044-07-29,Women's Apparel,South,Sports Direct,Outlet,Alabama,20,1100,55
2044-07-30,Women's Apparel,South,Sports Direct,Outlet,Alabama,35,1400,40
2044-07-31,Women's Apparel,South,Sports Direct,Outlet,Alabama,45,3375,75
2044-08-01,Women's Apparel,South,Sports Direct,Outlet,Alabama,55,4813,88
2044-08-02,Women's Apparel,South,Sports Direct,Outlet,Alabama,36,101,28
2044-08-03,Women's Apparel,South,Sports Direct,Outlet,Alabama,40,1900,48
2044-08-04,Women's Apparel,South,Sports Direct,Outlet,Alabama,40,2300,58
2044-08-05,Women's Apparel,South,Sports Direct,Outlet,Alabama,60,3750,63
2044-08-06,Women's Apparel,South,Sports Direct,Outlet,Alabama,60,4050,68
2044-08-07,Women's Apparel,South,Sports Direct,Outlet,Alabama,60,4800,80
2044-08-08,Women's Apparel,South,Sports Direct,Outlet,Alabama,70,5250,75
2044-08-09,Women's Apparel,South,Sports Direct,Outlet,Alabama,26,31,12
2044-08-10,Women's Apparel,South,Sports Direct,Outlet,Alabama,36,95,26
2044-08-11,Women's Apparel,South,Sports Direct,Outlet,Alabama,14,23,17
2044-08-12,Women's Apparel,South,Sports Direct,Outlet,Alabama,45,85,19
2044-08-13,Women's Apparel,South,Sports Direct,Outlet,Alabama,47,132,28
2044-08-14,Women's Apparel,South,Sports Direct,Outlet,Alabama,39,79,20
2044-08-15,Women's Apparel,South,Sports Direct,Outlet,Alabama,26,38,15
2044-08-16,Women's Apparel,South,Sports Direct,Outlet,Alabama,26,49,19
2044-08-17,Women's Apparel,South,Sports Direct,Outlet,Alabama,56,126,23
2044-08-18,Women's Apparel,South,Sports Direct,Outlet,Mississippi,18,28,16
2044-08-19,Women's Apparel,South,Sports Direct,Outlet,Tennessee,24,41,17
2044-08-20,Women's Apparel,South,Sports Direct,Outlet,Tennessee,28,40,14
